strategy,parameter,name,filename,N,size,periodic,symmetry,heuristic,attempts,contradictions,successes,contradiction_rate,avg_observations
Fixed,200,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,200,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,426.1
Fixed,200,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,200,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,200,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1584.5
Fixed,200,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,729.3
Fixed,200,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,2,98,2,3114.6
Fixed,200,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,653.9
Fixed,200,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,200,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,907.2
Fixed,200,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1163.3
Fixed,200,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1975
Fixed,200,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,803.5
Fixed,200,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,200,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,829.7
Fixed,200,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,1,99,1,1847.9
Fixed,200,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,702.3
Fixed,200,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,200,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,627.6
Fixed,200,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,504.5
Fixed,200,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,200,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,200,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,305.8
Fixed,200,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,200,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.3
Fixed,200,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,494.8
Fixed,200,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1342.2
Fixed,200,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4168.5
Fixed,200,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,864.4
Fixed,200,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,4,96,4,6251.8
Fixed,200,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,5,95,5,6373.8
Fixed,200,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,3328.1
Fixed,200,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,1,99,1,4293.6
Fixed,200,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1954.6
Fixed,200,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1040
Fixed,300,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,300,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,300,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,647.2
Fixed,300,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,300,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,1,99,1,2509.7
Fixed,300,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,853
Fixed,300,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,840.8
Fixed,300,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,455.1
Fixed,300,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,696.8
Fixed,300,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,300,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,300,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,300,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,300,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,300,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,300,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,746.7
Fixed,300,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,300,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,300,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,359.8
Fixed,300,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,603.7
Fixed,300,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,619
Fixed,300,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,628.1
Fixed,300,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,300,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,300,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,1665.4
Fixed,300,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,401.4
Fixed,300,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,300,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,300,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,425.4
Fixed,300,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,300,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,300,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1584.3
Fixed,300,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,2,98,2,2914.1
Fixed,300,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1386.1
Fixed,300,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,665.5
Fixed,300,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,300,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,906.6
Fixed,300,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,1,99,1,2164.6
Fixed,300,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1979.7
Fixed,300,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,832.4
Fixed,300,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,300,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,830.5
Fixed,300,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,972.8
Fixed,300,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,757.3
Fixed,300,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,300,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,654.2
Fixed,300,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,527.7
Fixed,300,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,300,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,300,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,300,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,300,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,300,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,495.6
Fixed,300,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1342.9
Fixed,300,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4174.1
Fixed,300,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,873
Fixed,300,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,2,98,2,4667.5
Fixed,300,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,2,98,2,3715.8
Fixed,300,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,3755.9
Fixed,300,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,3520.9
Fixed,300,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1959.7
Fixed,300,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1070.9
Fixed,400,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,400,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,400,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,680.9
Fixed,400,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,400,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,1,99,1,2583
Fixed,400,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,857.4
Fixed,400,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,842.6
Fixed,400,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.6
Fixed,400,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,698.8
Fixed,400,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,400,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,400,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,400,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,400,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,400,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,400,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,759.4
Fixed,400,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,400,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,400,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,400,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,606.3
Fixed,400,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,628.3
Fixed,400,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,630.6
Fixed,400,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,400,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,400,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,1738.3
Fixed,400,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,400,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,400,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,400,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,426.1
Fixed,400,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,400,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,400,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1586.4
Fixed,400,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,995
Fixed,400,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,2,98,2,3519.2
Fixed,400,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,677.5
Fixed,400,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,400,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,909
Fixed,400,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1203.9
Fixed,400,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1978
Fixed,400,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,400,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,400,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,831.6
Fixed,400,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1059.9
Fixed,400,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,764.5
Fixed,400,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,400,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,684.6
Fixed,400,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,534.7
Fixed,400,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,400,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,400,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,400,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,400,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,400,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,496.7
Fixed,400,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1343.7
Fixed,400,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4179.3
Fixed,400,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,899.7
Fixed,400,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,1,99,1,4616.9
Fixed,400,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,1,99,1,2983.5
Fixed,400,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,4174.4
Fixed,400,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,3624.7
Fixed,400,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1962.3
Fixed,400,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1098.2
Fixed,500,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,500,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,500,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,692.6
Fixed,500,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,500,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,1,99,1,2810.2
Fixed,500,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,871.6
Fixed,500,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,843.1
Fixed,500,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,500,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,701
Fixed,500,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,500,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,500,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,500,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,500,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,500,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,500,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,764.2
Fixed,500,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,500,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,500,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,500,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,608.8
Fixed,500,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,631.4
Fixed,500,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,635.3
Fixed,500,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,500,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,500,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,1861.7
Fixed,500,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,500,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,500,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,500,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,500,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,500,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,500,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1588.5
Fixed,500,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1020.4
Fixed,500,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,1,99,1,2647.2
Fixed,500,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,698
Fixed,500,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,500,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,910.4
Fixed,500,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1206.7
Fixed,500,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1978
Fixed,500,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,500,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,500,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,832.8
Fixed,500,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1170.8
Fixed,500,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,770.9
Fixed,500,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,500,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,687.5
Fixed,500,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,500,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,500,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,500,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,500,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,500,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,500,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,500,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1345.3
Fixed,500,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4184.8
Fixed,500,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,925
Fixed,500,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,0,100,0,4118.1
Fixed,500,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,1,99,1,3514.4
Fixed,500,Disk,Disk_N3_size90.png,3,90,True,1,MRV,100,0,100,0,4523.5
Fixed,500,Disk,Disk_N3_size90.png,3,90,True,8,MRV,100,0,100,0,3778.1
Fixed,500,Disk,Disk_N4_size90.png,4,90,True,8,MRV,100,0,100,0,1964.5
Fixed,500,BrownFox,BrownFox_N4_size90.png,4,90,False,1,MRV,100,0,100,0,1152.9
Fixed,600,Chess,Chess_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,1
Fixed,600,Skyline,Skyline_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,636.7
Fixed,600,Flowers,Flowers_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,695.2
Fixed,600,Hogs,Hogs_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.2
Fixed,600,Hogs,Hogs_N2_size48.png,2,48,True,8,Entropy,100,1,99,1,2848.7
Fixed,600,Knot,Knot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,879
Fixed,600,LessRooms,LessRooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,843.9
Fixed,600,Mountains,Mountains_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,456.4
Fixed,600,Office,Office_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.1
Fixed,600,Paths,Paths_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1116.8
Fixed,600,Platformer,Platformer_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,567.2
Fixed,600,Platformer,Platformer_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,476.6
Fixed,600,RedMaze,RedMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,634.4
Fixed,600,Rooms,Rooms_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,588.7
Fixed,600,Rule126,Rule126_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,118
Fixed,600,SimpleKnot,SimpleKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,778.2
Fixed,600,SimpleMaze,SimpleMaze_N2_size48.png,2,48,False,8,Entropy,100,0,100,0,1238
Fixed,600,SimpleWall,SimpleWall_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,307.2
Fixed,600,SimpleWall,SimpleWall_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,365.1
Fixed,600,SimpleWall,SimpleWall_N2_size48.png,2,48,True,2,Entropy,100,0,100,0,609.6
Fixed,600,SimpleWall,SimpleWall_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,634
Fixed,600,TrickKnot,TrickKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,635.2
Fixed,600,Village,Village_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,542
Fixed,600,Water,Water_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,268.5
Fixed,600,Cat,Cat_N3_size80.png,3,80,True,2,Entropy,100,0,100,0,2052
Fixed,600,Cats,Cats_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,406
Fixed,600,Skyline2,Skyline2_N3_size48.png,3,48,True,2,Entropy,100,0,100,0,848.2
Fixed,600,Angular,Angular_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,700.3
Fixed,600,City,City_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,430.6
Fixed,600,ColoredCity,ColoredCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,214.7
Fixed,600,Dungeon,Dungeon_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1269.3
Fixed,600,Lake,Lake_N3_size60.png,3,60,True,8,Entropy,100,0,100,0,1590
Fixed,600,Link,Link_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1012.5
Fixed,600,Link2,Link2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1827.2
Fixed,600,Mazelike,Mazelike_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,699.3
Fixed,600,Nested,Nested_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,110.3
Fixed,600,MagicOffice,MagicOffice_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,913.2
Fixed,600,Office2,Office2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1226.8
Fixed,600,Qud,Qud_N3_size80.png,3,80,True,8,Entropy,100,0,100,0,1979.8
Fixed,600,RedDot,RedDot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,838
Fixed,600,ScaledMaze,ScaledMaze_N2_size48.png,2,48,True,8,Entropy,100,0,100,0,2134.6
Fixed,600,Sewers,Sewers_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,835.3
Fixed,600,Skew1,Skew1_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1176.1
Fixed,600,Skew2,Skew2_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,778
Fixed,600,SmileCity,SmileCity_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,244.4
Fixed,600,Spirals,Spirals_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,703.7
Fixed,600,Town,Town_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,522.2
Fixed,600,Wall,Wall_N2_size48.png,2,48,False,1,Entropy,100,0,100,0,391.7
Fixed,600,Wall,Wall_N3_size48.png,3,48,False,2,Entropy,100,0,100,0,343.5
Fixed,600,Wall,Wall_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,306.2
Fixed,600,Lines,Lines_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,764.1
Fixed,600,WalledDot,WalledDot_N3_size48.png,3,48,False,8,Entropy,100,0,100,0,425.2
Fixed,600,NotKnot,NotKnot_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,497.6
Fixed,600,Sand,Sand_N3_size48.png,3,48,True,8,Entropy,100,0,100,0,1345.8
Fixed,600,Wrinkles,Wrinkles_N3_size120.png,3,120,True,8,MRV,100,0,100,0,4187.7
Fixed,600,3Bricks,3Bricks_N3_size48.png,3,48,True,1,Entropy,100,0,100,0,955.4
Fixed,600,Circle,Circle_N3_size90.png,3,90,True,1,MRV,100,0,100,0,5959
Fixed,600,Circle,Circle_N4_size90.png,4,90,True,1,MRV,100,0,100,0,2841.5
